Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceZ,Lap,LeanAngle,GyroX,GyroY,GyroZ
2200,2024-10-21T16:25:36.640,-27.4542314,153.2031696,-1.1,21.72,-0.256,1.028,0,-5.1,6.63,2.39,-6.94
2201,2024-10-21T16:25:36.680,-27.4542335,153.2031685,-1.1,21.66,-0.278,0.987,0,-4.3,6.16,1.45,-8.23
2202,2024-10-21T16:25:36.720,-27.4542354,153.2031672,-1.1,21.81,-0.292,0.952,0,-3.3,5.85,0.64,-8.5
2203,2024-10-21T16:25:36.760,-27.4542372,153.2031658,-1.1,22.01,-0.3,0.927,0,-2.9,5.85,-0.08,-7.63
2204,2024-10-21T16:25:36.840,-27.4542411,153.2031633,-1.1,22.72,-0.306,0.916,0,-3.5,6.15,-0.71,-6.13
2205,2024-10-21T16:25:36.880,-27.4542431,153.203162,-1.1,23.01,-0.31,0.919,0,-4,6.38,-1.3,-4.38
2206,2024-10-21T16:25:36.920,-27.4542452,153.2031608,-1.2,23.3,-0.312,0.93,0,-3.4,6.41,-1.88,-2.76
2207,2024-10-21T16:25:36.960,-27.4542472,153.2031595,-1.2,22.98,-0.312,0.944,0,-2.9,5.96,-2.65,-1.8
2208,2024-10-21T16:25:37.040,-27.4542513,153.2031572,-1.2,22.68,-0.319,0.933,0,-2.5,5.36,-3.71,-1.88
2209,2024-10-21T16:25:37.120,-27.4542557,153.2031551,-1.2,24.02,-0.329,0.9,0,-2.4,4.45,-4.58,-1.96
2210,2024-10-21T16:25:37.160,-27.454258,153.2031539,-1.2,24.48,-0.337,0.854,0,-1.8,3.45,-5.05,-1.63
2211,2024-10-21T16:25:37.200,-27.4542603,153.2031527,-1.2,24.92,-0.341,0.795,0,-0.9,2.43,-4.93,-0.49
2212,2024-10-21T16:25:37.240,-27.4542627,153.2031513,-1.2,25.26,-0.339,0.741,0,-1.1,1.44,-3.91,1.92
2213,2024-10-21T16:25:37.280,-27.4542649,153.2031499,-1.2,25.68,-0.324,0.714,0,-2.3,0.56,-2.11,5.43
2214,2024-10-21T16:25:37.320,-27.4542671,153.2031485,-1.2,25.82,-0.301,0.716,0,-3.7,0.32,0.03,9.16
2215,2024-10-21T16:25:37.360,-27.4542694,153.203147,-1.2,25.71,-0.273,0.752,0,-5.2,0.59,2.26,12.58
2216,2024-10-21T16:25:37.400,-27.4542718,153.2031456,-1.2,25.93,-0.243,0.814,0,-6.8,1.49,4.42,15.13
2217,2024-10-21T16:25:37.440,-27.454274,153.2031443,-1.2,25.77,-0.213,0.89,0,-7.5,2.69,6.28,15.91
2218,2024-10-21T16:25:37.520,-27.4542785,153.2031418,-1.2,24.6,-0.187,0.964,0,-7.4,3.49,7.61,14.76
2219,2024-10-21T16:25:37.560,-27.4542808,153.2031407,-1.2,24.81,-0.168,1.02,0,-7.9,3.72,8.29,11.86
2220,2024-10-21T16:25:37.640,-27.4542855,153.2031386,-1.2,24.42,-0.159,1.039,0,-7.9,3.49,8.38,7.74
2221,2024-10-21T16:25:37.680,-27.4542876,153.2031379,-1.2,23.62,-0.16,1.029,0,-7,3.04,8.05,3.29
2222,2024-10-21T16:25:37.720,-27.4542898,153.203137,-1.2,23.46,-0.17,0.998,0,-5.5,2.55,7.53,-0.53
2223,2024-10-21T16:25:37.760,-27.454292,153.203136,-1.2,23.75,-0.185,0.965,0,-4.7,2.47,7.19,-3.26
2224,2024-10-21T16:25:37.800,-27.4542943,153.203135,-1.3,23.79,-0.204,0.942,0,-4.8,2.61,7.19,-4.79
2225,2024-10-21T16:25:37.840,-27.4542962,153.203134,-1.2,22.95,-0.224,0.935,0,-5.7,2.76,7.54,-5.32
2226,2024-10-21T16:25:37.880,-27.4542986,153.203133,-1.2,23.64,-0.246,0.946,0,-6.6,2.58,8.11,-5.45
2227,2024-10-21T16:25:37.920,-27.454301,153.2031322,-1.2,23.93,-0.268,0.956,0,-6.2,2.05,8.68,-5.69
2228,2024-10-21T16:25:37.960,-27.4543032,153.2031314,-1.3,23.81,-0.287,0.961,0,-5,0.46,8.91,-6.75
2229,2024-10-21T16:25:38.040,-27.4543078,153.2031298,-1.3,24.15,-0.302,0.96,0,-3.7,-1.44,8.82,-8.17
2230,2024-10-21T16:25:38.080,-27.4543102,153.203129,-1.3,24.15,-0.31,0.961,0,-2.8,-3.54,8.34,-9.75
2231,2024-10-21T16:25:38.160,-27.454315,153.2031276,-1.3,23.97,-0.319,0.95,0,-1,-5.46,7.65,-11
2232,2024-10-21T16:25:38.200,-27.4543174,153.2031269,-1.3,24.87,-0.33,0.939,0,0.2,-7.17,6.93,-11.67
2233,2024-10-21T16:25:38.240,-27.4543196,153.203126,-1.2,23.86,-0.344,0.926,0,1.2,-8.51,6.31,-11.46
2234,2024-10-21T16:25:38.280,-27.4543218,153.2031251,-1.2,23.79,-0.36,0.917,0,0.6,-10,5.67,-10.93
2235,2024-10-21T16:25:38.320,-27.4543241,153.2031242,-1.2,24.09,-0.375,0.909,0,0.4,-11.64,5.06,-10.21
2236,2024-10-21T16:25:38.360,-27.4543266,153.2031235,-1.2,24.64,-0.382,0.905,0,0.2,-13.44,4.42,-9.4
2237,2024-10-21T16:25:38.400,-27.454329,153.2031227,-1.3,24.78,-0.382,0.901,0,0.2,-15.19,3.75,-8.18
2238,2024-10-21T16:25:38.440,-27.4543314,153.203122,-1.3,24.98,-0.376,0.891,0,0.8,-16.41,3.21,-6.48
2239,2024-10-21T16:25:38.480,-27.454334,153.2031209,-1.3,25.91,-0.367,0.872,0,0.4,-16.88,2.89,-3.89
2240,2024-10-21T16:25:38.560,-27.454339,153.203119,-1.3,26.29,-0.356,0.852,0,0.2,-16.77,2.73,-1.12
2241,2024-10-21T16:25:38.600,-27.4543416,153.203118,-1.3,26.53,-0.336,0.842,0,0.2,-16.72,2.69,1.57
2242,2024-10-21T16:25:38.680,-27.4543463,153.2031161,-1.3,25.16,-0.315,0.843,0,-0.6,-16.61,2.72,3.78
2243,2024-10-21T16:25:38.720,-27.4543486,153.2031149,-1.3,24.71,-0.289,0.864,0,-0.2,-16.45,2.73,5.52
2244,2024-10-21T16:25:38.800,-27.4543536,153.2031129,-1.3,26.71,-0.264,0.906,0,-1.7,-15.74,2.69,6.35
2245,2024-10-21T16:25:38.840,-27.454356,153.203112,-1.3,26.41,-0.242,0.958,0,-1.2,-14.59,2.63,6.58
2246,2024-10-21T16:25:38.880,-27.4543584,153.2031111,-1.3,25.4,-0.229,1.01,0,-0.3,-12.69,2.52,6.05
2247,2024-10-21T16:25:38.920,-27.4543608,153.2031102,-1.3,25.19,-0.222,1.053,0,0.4,-10.57,2.32,4.87
2248,2024-10-21T16:25:38.960,-27.4543633,153.2031093,-1.3,25.51,-0.223,1.08,0,1.4,-8.09,1.92,2.39
2249,2024-10-21T16:25:39.040,-27.4543682,153.2031077,-1.3,25.58,-0.226,1.099,0,2.9,-5.87,1.46,-0.37
2250,2024-10-21T16:25:39.080,-27.4543706,153.2031069,-1.4,25.37,-0.231,1.101,0,3.5,-3.78,0.99,-3.21
2251,2024-10-21T16:25:39.120,-27.454373,153.203106,-1.3,24.69,-0.236,1.09,0,5.4,-1.95,0.56,-5.68
2252,2024-10-21T16:25:39.160,-27.4543752,153.203105,-1.3,24.07,-0.24,1.07,0,6.2,-0.46,0.1,-7.77
2253,2024-10-21T16:25:39.240,-27.4543797,153.2031031,-1.3,23.75,-0.24,1.045,0,6.5,0.43,-0.55,-9.3
2254,2024-10-21T16:25:39.280,-27.4543818,153.2031022,-1.2,23.13,-0.239,1.008,0,7.2,0.73,-1.62,-10.83
2255,2024-10-21T16:25:39.360,-27.4543864,153.2031003,-1.1,23.6,-0.234,0.969,0,7.2,0.53,-3.02,-12.1
2256,2024-10-21T16:25:39.400,-27.4543885,153.2030993,-1.1,23.4,-0.23,0.937,0,8.2,0.22,-4.56,-12.95
2257,2024-10-21T16:25:39.440,-27.4543907,153.2030983,-1.1,23.49,-0.225,0.921,0,8.6,0.19,-6.02,-13.4
2258,2024-10-21T16:25:39.480,-27.4543931,153.2030972,-1.1,24.12,-0.223,0.921,0,9.1,0.71,-7.28,-13.39
2259,2024-10-21T16:25:39.560,-27.4543975,153.2030951,-1.1,24.21,-0.228,0.933,0,9.8,1.47,-8.37,-13.45
2260,2024-10-21T16:25:39.640,-27.4544017,153.2030926,-1,23.8,-0.23,0.944,0,10.3,2.21,-9.42,-13.81
2261,2024-10-21T16:25:39.680,-27.4544039,153.2030915,-1,22.9,-0.229,0.939,0,10.1,2.85,-10.5,-14.52
2262,2024-10-21T16:25:39.720,-27.4544059,153.2030905,-1,23.07,-0.231,0.913,0,10.5,3.33,-11.5,-15.34
2263,2024-10-21T16:25:39.760,-27.454408,153.2030891,-1,23.66,-0.233,0.872,0,10.6,3.61,-12.28,-16.01
2264,2024-10-21T16:25:39.840,-27.4544123,153.2030863,-1,24.45,-0.222,0.82,0,9.4,3.7,-12.49,-15.55
2265,2024-10-21T16:25:39.880,-27.4544144,153.2030848,-1,24.87,-0.198,0.8,0,9.4,4.21,-12.1,-14.29
2266,2024-10-21T16:25:39.920,-27.4544165,153.2030831,-1,25.43,-0.175,0.799,0,8.2,4.93,-11.39,-12.39
2267,2024-10-21T16:25:39.960,-27.4544185,153.2030815,-1,24.9,-0.164,0.838,0,6.8,6.52,-10.15,-10.01
2268,2024-10-21T16:25:40.040,-27.4544226,153.2030785,-1,24.81,-0.179,0.868,0,5.4,8.18,-8.73,-7.8
2269,2024-10-21T16:25:40.080,-27.4544248,153.2030768,-1,25.1,-0.207,0.905,0,4.7,9.65,-7.28,-6.13
2270,2024-10-21T16:25:40.120,-27.4544269,153.2030753,-1,25.74,-0.239,0.934,0,4.3,10.76,-5.94,-4.87
2271,2024-10-21T16:25:40.160,-27.454429,153.2030735,-1.1,26.16,-0.264,0.961,0,4.2,11.35,-4.66,-3.87
2272,2024-10-21T16:25:40.200,-27.4544314,153.2030719,-1.1,26.64,-0.272,0.976,0,3.9,11.11,-3.65,-3.12
2273,2024-10-21T16:25:40.240,-27.4544334,153.2030703,-1.1,26.02,-0.259,1.002,0,3.6,10.5,-2.92,-2.58
2274,2024-10-21T16:25:40.280,-27.4544356,153.2030686,-1.1,26,-0.243,1.018,0,2.9,10,-2.57,-2.57
2275,2024-10-21T16:25:40.320,-27.4544378,153.2030671,-1,25.49,-0.229,1.015,0,2.7,9.58,-2.58,-3.4
2276,2024-10-21T16:25:40.400,-27.4544421,153.2030643,-1.1,24.94,-0.229,0.975,0,3.1,9.84,-2.71,-5.23
2277,2024-10-21T16:25:40.480,-27.4544463,153.2030609,-1,24.47,-0.24,0.922,0,3.7,9.98,-2.68,-6.9
2278,2024-10-21T16:25:40.520,-27.4544485,153.2030593,-1,25.49,-0.255,0.876,0,2.4,10.05,-2.41,-8.09
2279,2024-10-21T16:25:40.560,-27.4544506,153.2030576,-1.1,26.1,-0.27,0.84,0,1.3,9.83,-1.88,-8.55
2280,2024-10-21T16:25:40.600,-27.4544527,153.2030561,-1.1,25.69,-0.29,0.812,0,1.2,9.13,-1,-8.1
2281,2024-10-21T16:25:40.680,-27.454457,153.2030528,-1.1,25.75,-0.308,0.809,0,1.2,7.52,-0.18,-7.38
2282,2024-10-21T16:25:40.720,-27.4544591,153.2030509,-1,25.73,-0.323,0.814,0,1.1,5.7,0.25,-7.36
2283,2024-10-21T16:25:40.760,-27.4544612,153.2030493,-1,25.9,-0.335,0.819,0,0.1,3.66,0.29,-8.09
2284,2024-10-21T16:25:40.800,-27.4544636,153.2030476,-1,26.02,-0.343,0.819,0,0.1,1.47,-0.05,-9.33
2285,2024-10-21T16:25:40.840,-27.4544658,153.203046,-1,26.5,-0.346,0.818,0,0.7,-0.4,-0.62,-10.43
2286,2024-10-21T16:25:40.880,-27.4544682,153.2030442,-1,27.19,-0.345,0.813,0,1,-1.75,-1.06,-10.56
2287,2024-10-21T16:25:40.920,-27.4544705,153.2030424,-1,27.56,-0.345,0.811,0,1.2,-2.59,-1.14,-9.26
2288,2024-10-21T16:25:40.960,-27.4544728,153.2030407,-1,27.85,-0.347,0.818,0,1,-3.3,-0.78,-6.61
2289,2024-10-21T16:25:41.040,-27.4544775,153.203037,-1,28.48,-0.348,0.839,0,0.9,-4.45,-0.14,-3.38
2290,2024-10-21T16:25:41.080,-27.4544798,153.2030354,-1.1,28.31,-0.347,0.864,0,0.8,-6.1,0.49,-0.43
2291,2024-10-21T16:25:41.120,-27.4544822,153.2030336,-1,28.06,-0.339,0.886,0,1.1,-8.04,1.03,1.9
2292,2024-10-21T16:25:41.160,-27.4544845,153.2030317,-1,28.08,-0.321,0.903,0,0.8,-10.12,1.46,3.52
2293,2024-10-21T16:25:41.200,-27.454487,153.2030298,-1,28.58,-0.297,0.909,0,0.4,-11.74,1.82,4.47
2294,2024-10-21T16:25:41.240,-27.4544895,153.2030279,-1,29.08,-0.273,0.902,0,0.4,-12.39,2.25,5.06
2295,2024-10-21T16:25:41.280,-27.4544918,153.2030261,-1.1,28.95,-0.249,0.894,0,0.7,-12.44,2.83,5.52
2296,2024-10-21T16:25:41.320,-27.4544941,153.2030244,-1.1,28.57,-0.229,0.889,0,0.5,-12.16,3.52,5.76
2297,2024-10-21T16:25:41.360,-27.4544961,153.2030225,-1.1,27.41,-0.209,0.897,0,0.7,-11.75,4.26,5.51
2298,2024-10-21T16:25:41.440,-27.4545008,153.2030188,-1.1,28.07,-0.189,0.927,0,0.2,-10.96,4.91,4.92
2299,2024-10-21T16:25:41.480,-27.4545032,153.203017,-1.1,28.68,-0.173,0.969,0,0.8,-9.66,5.43,4.1
2300,2024-10-21T16:25:41.520,-27.4545053,153.2030151,-1.1,28.02,-0.169,1.019,0,1.7,-7.48,5.77,2.97
2301,2024-10-21T16:25:41.600,-27.4545097,153.2030116,-1.1,26.58,-0.179,1.073,0,1.8,-5.33,5.77,1.49
2302,2024-10-21T16:25:41.680,-27.4545143,153.2030079,-1.1,28.01,-0.199,1.121,0,1.7,-3.36,5.3,-0.25
2303,2024-10-21T16:25:41.720,-27.4545169,153.2030062,-1.1,28.54,-0.225,1.153,0,2.5,-1.86,4.47,-2.19
2304,2024-10-21T16:25:41.760,-27.4545191,153.2030045,-1.2,27.97,-0.257,1.168,0,4.7,-0.84,3.21,-4.42
2305,2024-10-21T16:25:41.800,-27.4545213,153.2030029,-1.2,27.24,-0.286,1.165,0,6.4,-0.63,1.67,-6.54
2306,2024-10-21T16:25:41.840,-27.4545235,153.2030011,-1.2,26.89,-0.309,1.145,0,8.5,-0.7,0.03,-8.37
2307,2024-10-21T16:25:41.880,-27.4545257,153.2029992,-1.1,27.34,-0.326,1.109,0,9,-1.39,-1.79,-9.67
2308,2024-10-21T16:25:41.960,-27.4545302,153.2029955,-1.1,27.31,-0.323,1.066,0,9.2,-2.5,-3.77,-9.86
2309,2024-10-21T16:25:42.040,-27.4545345,153.2029916,-1.2,28.11,-0.297,1.018,0,9.9,-3.44,-5.65,-8.46
2310,2024-10-21T16:25:42.080,-27.4545367,153.2029896,-1.2,28.33,-0.263,0.97,0,10.2,-4.1,-7.33,-6.32
2311,2024-10-21T16:25:42.120,-27.4545391,153.2029875,-1.2,28.92,-0.232,0.937,0,10.3,-4.68,-8.79,-3.87
2312,2024-10-21T16:25:42.160,-27.4545412,153.2029854,-1.2,28.69,-0.211,0.915,0,10,-5.68,-9.93,-1.87
2313,2024-10-21T16:25:42.240,-27.4545457,153.202981,-1.2,29.14,-0.199,0.882,0,10.4,-7.14,-10.56,-0.95
2314,2024-10-21T16:25:42.280,-27.454548,153.2029789,-1.2,29.66,-0.183,0.828,0,10.1,-8.42,-10.8,-0.96
2315,2024-10-21T16:25:42.320,-27.4545501,153.2029766,-1.2,29.36,-0.161,0.775,0,11.2,-8.66,-10.67,-1.03
2316,2024-10-21T16:25:42.360,-27.4545521,153.2029743,-1.2,29.37,-0.142,0.719,0,10.3,-7.71,-10.23,-0.79
2317,2024-10-21T16:25:42.400,-27.4545541,153.2029719,-1.2,29.37,-0.127,0.67,0,9.5,-5.22,-9.45,0.2
2318,2024-10-21T16:25:42.440,-27.4545561,153.2029693,-1.2,29.87,-0.142,0.64,0,8.2,-2.12,-8.24,2.11
2319,2024-10-21T16:25:42.480,-27.4545582,153.2029667,-1.2,30.22,-0.18,0.639,0,5.7,0.28,-6.87,4.58
2320,2024-10-21T16:25:42.520,-27.4545603,153.2029643,-1.2,30.36,-0.223,0.642,0,3.8,1.45,-5.31,7.32
2321,2024-10-21T16:25:42.560,-27.4545625,153.2029619,-1.2,30.34,-0.26,0.667,0,2.6,1.76,-3.65,10.24
2322,2024-10-21T16:25:42.600,-27.4545646,153.2029591,-1.2,30.59,-0.285,0.71,0,2.3,1.38,-1.79,13.41
2323,2024-10-21T16:25:42.640,-27.4545665,153.2029566,-1.3,30.87,-0.295,0.754,0,0.8,1.31,-0.11,16.28
2324,2024-10-21T16:25:42.680,-27.4545688,153.2029541,-1.3,30.76,-0.302,0.796,0,-1.2,1.46,1.51,18.64
2325,2024-10-21T16:25:42.720,-27.4545708,153.2029516,-1.3,31.04,-0.311,0.842,0,-1.8,1.75,3.07,20.16
2326,2024-10-21T16:25:42.800,-27.4545753,153.2029465,-1.3,31.71,-0.317,0.889,0,-3.1,1.72,4.78,20.88
2327,2024-10-21T16:25:42.840,-27.4545774,153.2029437,-1.4,31.76,-0.315,0.935,0,-3.7,1.5,6.78,21.25
2328,2024-10-21T16:25:42.920,-27.454582,153.2029389,-1.4,31.75,-0.307,0.998,0,-5.8,0.89,9.08,21.49
2329,2024-10-21T16:25:42.960,-27.4545841,153.2029365,-1.4,30.83,-0.288,1.06,0,-5.5,0.53,11.42,20.98
2330,2024-10-21T16:25:43.040,-27.4545883,153.2029318,-1.4,29.63,-0.252,1.124,0,-6.9,0,13.56,19.24
2331,2024-10-21T16:25:43.080,-27.4545907,153.2029299,-1.4,29.19,-0.215,1.166,0,-7.4,-0.44,15.24,16.8
2332,2024-10-21T16:25:43.120,-27.4545932,153.2029281,-1.4,29.1,-0.183,1.192,0,-5.7,-0.92,16.27,13.52
2333,2024-10-21T16:25:43.160,-27.4545954,153.2029262,-1.4,28.81,-0.156,1.199,0,-4.3,-1.14,16.77,9.42
2334,2024-10-21T16:25:43.200,-27.4545974,153.2029241,-1.4,28.02,-0.141,1.204,0,-3.3,-1.3,16.93,5.18
2335,2024-10-21T16:25:43.240,-27.4545994,153.2029221,-1.4,27.46,-0.144,1.2,0,-3.9,-1.2,16.86,1.27
2336,2024-10-21T16:25:43.280,-27.4546015,153.2029201,-1.4,27.24,-0.157,1.195,0,-4.6,-0.93,16.66,-2.62
2337,2024-10-21T16:25:43.320,-27.4546037,153.2029183,-1.4,26.58,-0.182,1.18,0,-4.5,-0.82,16.31,-6.53
2338,2024-10-21T16:25:43.360,-27.4546058,153.2029167,-1.5,26.34,-0.211,1.162,0,-3.3,-1,15.82,-9.89
2339,2024-10-21T16:25:43.400,-27.454608,153.2029149,-1.5,26.44,-0.241,1.137,0,-1.6,-1.52,15.18,-12.64
2340,2024-10-21T16:25:43.440,-27.4546101,153.2029132,-1.5,26.01,-0.27,1.116,0,-0.1,-2.38,14.33,-14.73
2341,2024-10-21T16:25:43.480,-27.4546121,153.2029113,-1.5,26.32,-0.294,1.101,0,1.5,-3.66,13.17,-16.19
2342,2024-10-21T16:25:43.560,-27.4546166,153.202908,-1.5,26.26,-0.309,1.093,0,2.9,-5.15,11.7,-16.96
2343,2024-10-21T16:25:43.600,-27.4546185,153.2029063,-1.5,25.42,-0.316,1.088,0,4.8,-6.71,10.11,-17.44
2344,2024-10-21T16:25:43.640,-27.4546204,153.2029044,-1.5,25.34,-0.319,1.081,0,6.3,-8.22,8.42,-17.84
2345,2024-10-21T16:25:43.680,-27.4546224,153.2029026,-1.5,25.47,-0.317,1.067,0,7.5,-9.58,6.66,-18.25
2346,2024-10-21T16:25:43.720,-27.4546246,153.2029009,-1.4,25.33,-0.312,1.043,0,8.7,-10.67,4.74,-18.75
2347,2024-10-21T16:25:43.800,-27.4546285,153.2028974,-1.5,25.09,-0.307,1.009,0,10,-11.08,2.75,-19.04
2348,2024-10-21T16:25:43.840,-27.4546304,153.2028955,-1.5,25.02,-0.303,0.972,0,11.1,-11.01,0.94,-18.88
2349,2024-10-21T16:25:43.880,-27.4546323,153.2028936,-1.5,25.23,-0.3,0.937,0,11.4,-10.25,-0.61,-17.99
2350,2024-10-21T16:25:43.920,-27.4546342,153.2028916,-1.5,25.44,-0.297,0.911,0,12.5,-9.08,-1.82,-16.34
2351,2024-10-21T16:25:43.960,-27.454636,153.2028895,-1.5,25.73,-0.292,0.898,0,12.6,-7.4,-2.58,-13.3
2352,2024-10-21T16:25:44.040,-27.4546397,153.2028851,-1.5,26.49,-0.281,0.905,0,12.8,-5.67,-2.94,-9.41
2353,2024-10-21T16:25:44.080,-27.4546414,153.2028829,-1.5,26.5,-0.267,0.924,0,12.8,-3.81,-3.14,-5.3
2354,2024-10-21T16:25:44.120,-27.454643,153.2028805,-1.5,26.42,-0.251,0.952,0,12.4,-2.17,-3.27,-1.68
2355,2024-10-21T16:25:44.160,-27.4546448,153.2028782,-1.5,26.43,-0.235,0.985,0,12.1,-0.47,-3.43,1.23
2356,2024-10-21T16:25:44.200,-27.4546464,153.2028758,-1.5,26.29,-0.22,1.015,0,11.7,0.96,-3.66,2.82
2357,2024-10-21T16:25:44.240,-27.4546481,153.2028735,-1.5,26.21,-0.211,1.037,0,10.9,2.21,-3.97,3.25
2358,2024-10-21T16:25:44.280,-27.4546497,153.2028711,-1.5,26.16,-0.201,1.05,0,10.3,3.35,-4.37,2.84
2359,2024-10-21T16:25:44.320,-27.4546512,153.202869,-1.5,25.75,-0.194,1.051,0,10,4.49,-4.83,2.1
2360,2024-10-21T16:25:44.360,-27.454653,153.2028669,-1.5,25.48,-0.187,1.042,0,10.1,5.58,-5.25,1.23
2361,2024-10-21T16:25:44.400,-27.4546545,153.2028645,-1.5,25.35,-0.182,1.017,0,10.6,6.93,-5.61,0.57
2362,2024-10-21T16:25:44.480,-27.4546576,153.2028598,-1.5,25.77,-0.176,0.988,0,9.9,8.37,-5.82,0.51
2363,2024-10-21T16:25:44.520,-27.454659,153.2028575,-1.5,25.46,-0.172,0.959,0,9.4,9.75,-5.87,1.02
2364,2024-10-21T16:25:44.560,-27.4546604,153.2028552,-1.5,25.35,-0.168,0.942,0,8.9,11.13,-5.82,1.91
2365,2024-10-21T16:25:44.600,-27.4546618,153.2028527,-1.5,25.36,-0.167,0.928,0,8.1,12.45,-5.77,2.84
2366,2024-10-21T16:25:44.640,-27.4546631,153.2028502,-1.5,25.29,-0.168,0.928,0,6.7,13.61,-5.79,3.48
2367,2024-10-21T16:25:44.680,-27.4546645,153.2028477,-1.5,25.43,-0.174,0.943,0,5.4,14.62,-5.94,3.29
2368,2024-10-21T16:25:44.720,-27.4546658,153.2028453,-1.5,25.47,-0.184,0.97,0,4.3,15.39,-6.23,2.13
2369,2024-10-21T16:25:44.760,-27.4546671,153.202843,-1.6,25.02,-0.197,0.998,0,3.8,15.62,-6.71,-0.16
2370,2024-10-21T16:25:44.800,-27.4546684,153.2028409,-1.6,24.13,-0.212,1.029,0,4,15.18,-7.38,-3.83
2371,2024-10-21T16:25:44.840,-27.4546698,153.2028387,-1.6,23.65,-0.227,1.049,0,4.7,14.16,-8.19,-8.35
2372,2024-10-21T16:25:44.880,-27.4546712,153.2028364,-1.5,23.24,-0.251,1.022,0,5.1,13.06,-8.9,-12.83
2373,2024-10-21T16:25:44.960,-27.4546738,153.202832,-1.5,23.23,-0.28,0.972,0,5,11.86,-8.98,-15.61
2374,2024-10-21T16:25:45.040,-27.4546766,153.2028274,-1.5,25.06,-0.299,0.919,0,5,10.39,-8.5,-16.61
2375,2024-10-21T16:25:45.080,-27.454678,153.202825,-1.5,24.9,-0.31,0.865,0,5.1,8.84,-7.58,-15.92
2376,2024-10-21T16:25:45.120,-27.4546792,153.2028225,-1.4,24.69,-0.31,0.819,0,4.8,7.52,-6.35,-13.85
2377,2024-10-21T16:25:45.160,-27.4546806,153.2028201,-1.4,24.87,-0.299,0.8,0,3.2,6.46,-5,-10.88
2378,2024-10-21T16:25:45.200,-27.4546819,153.2028178,-1.5,25.09,-0.281,0.8,0,2.4,5.98,-3.86,-8.21
2379,2024-10-21T16:25:45.240,-27.4546833,153.2028153,-1.4,25.37,-0.269,0.798,0,2.6,6.28,-2.89,-5.97
2380,2024-10-21T16:25:45.280,-27.4546846,153.2028129,-1.4,25.14,-0.266,0.807,0,2,7.04,-1.96,-4.27
2381,2024-10-21T16:25:45.320,-27.4546858,153.2028106,-1.5,24.89,-0.278,0.824,0,1,7.39,-0.88,-3.36
2382,2024-10-21T16:25:45.400,-27.4546886,153.2028056,-1.4,25.92,-0.289,0.85,0,0.6,7,0.37,-2.9
2383,2024-10-21T16:25:45.440,-27.4546898,153.202803,-1.5,25.97,-0.295,0.873,0,0.4,6.1,1.79,-2.69
2384,2024-10-21T16:25:45.520,-27.4546926,153.2027981,-1.5,25.23,-0.3,0.882,0,-0.1,5.13,3.51,-2.77
2385,2024-10-21T16:25:45.600,-27.4546951,153.2027933,-1.5,25.06,-0.304,0.883,0,-0.1,3.67,5.47,-2.99
2386,2024-10-21T16:25:45.680,-27.4546978,153.2027885,-1.5,25.79,-0.298,0.88,0,-0.3,2.39,7.32,-2.96
2387,2024-10-21T16:25:45.720,-27.4546992,153.202786,-1.5,25.89,-0.289,0.876,0,0,1.95,8.93,-3.08
2388,2024-10-21T16:25:45.800,-27.454702,153.2027812,-1.5,25.53,-0.294,0.882,0,0.5,2.25,10.13,-4.11
2389,2024-10-21T16:25:45.880,-27.4547046,153.2027765,-1.5,24.33,-0.311,0.907,0,1.5,2.03,10.59,-5.75
2390,2024-10-21T16:25:45.960,-27.4547074,153.2027718,-1.5,24.7,-0.33,0.943,0,1.7,1.76,10.3,-7.32
2391,2024-10-21T16:25:46.040,-27.4547104,153.2027674,-1.4,24.17,-0.352,0.986,0,2.6,1.53,9.48,-9.01
2392,2024-10-21T16:25:46.080,-27.4547117,153.202765,-1.4,24.2,-0.374,1.023,0,4,1.03,8.39,-10.73
2393,2024-10-21T16:25:46.120,-27.4547133,153.2027628,-1.4,24.19,-0.389,1.055,0,5.9,0.23,7.15,-12.15
2394,2024-10-21T16:25:46.160,-27.4547145,153.2027607,-1.4,24.13,-0.395,1.086,0,7.4,-0.25,5.94,-13.46
2395,2024-10-21T16:25:46.200,-27.4547157,153.2027584,-1.4,23.58,-0.402,1.111,0,8.1,-0.54,4.7,-15.17
2396,2024-10-21T16:25:46.240,-27.4547168,153.2027563,-1.5,23.33,-0.409,1.13,0,8.3,-0.71,3.36,-16.95
2397,2024-10-21T16:25:46.320,-27.4547193,153.2027517,-1.5,23.68,-0.414,1.138,0,8.7,-0.46,1.9,-18.06
2398,2024-10-21T16:25:46.400,-27.4547219,153.2027472,-1.5,23.86,-0.421,1.134,0,9.5,0,0.48,-18.33
2399,2024-10-21T16:25:46.440,-27.454723,153.2027448,-1.5,23.78,-0.428,1.117,0,10.2,0.43,-0.85,-17.74
2400,2024-10-21T16:25:46.480,-27.4547241,153.2027424,-1.5,23.79,-0.433,1.092,0,10.2,0.77,-1.99,-16.32
2401,2024-10-21T16:25:46.520,-27.4547252,153.2027398,-1.5,24.24,-0.432,1.056,0,10.1,0.77,-3.02,-13.97
2402,2024-10-21T16:25:46.600,-27.4547278,153.2027349,-1.5,25.97,-0.42,1.012,0,9.6,0.31,-4.31,-10.95
2403,2024-10-21T16:25:46.680,-27.45473,153.2027296,-1.5,25.44,-0.399,0.971,0,10.5,-0.21,-5.64,-7.87
